id	eye_right_x	eye_right_y	sex	mouth.l_y	mouth.l_x	nose_x	nose_y	eye_left_x	eye_left_y	city.x	confidence	pose_pitch	emotion_calm	boundingbox_size_width	combined_age_guess	smile	mouth.r_y	mouth_l_x	mouth_l_y	mouth_r_x	mouth_r_y	pose_roll	mouth.r_x	emotion_angry	boundingbox_size_height	mouth_open_wide	emotion_sad	emotion_confused	emotion_happy	boundingbox_tl_y	boundingbox_tl_x	emotion_disgust	age	combined_gender_guess	eye_closed	pose_yaw	emotion_surprised	glasses	median.age	mean.age	sd.age	mode.gender	city.y
13	00ae7ca65fda11e398ed12dd53974aa4_5.jpg	81.8	95.6	0.16	121.6	63.9	70.1	111.1	59.7	97.6	bangkok	1	-4.8	NA	55.38	21.6666666667	0.43	119.6	63.9	121.6	82.6	119.6	-5.19	82.6	NA	55.38	0	0.14	0.1	0.25	77.69	43.85	NA	23.34	1	0	-14.43	NA	0	23	21.6666666666667	4.16333199893227	M	bangkok
14	00b636c05e7d11e38e671220bc4e24d2_5.jpg	73.8	39	0.01	62.3	57.8	60.4	51.9	53	40.9	moscow	1	-2.15	0.02	53.08	25.3333333333	0.5	61.3	57.8	62.3	72.4	61.3	-5.2	72.4	NA	53.08	0	0.05	NA	0.95	19.23	38.46	NA	21.21	0	0	-24.16	NA	0.01	23	25.3333333333333	5.85946527708232	F	moscow
15	00bc4c965fc611e3837b1266d122dab6_5.jpg	90.9	57	0.77	79.3	66.3	69.9	68.7	68	52.1	bangkok	1	-2.05	NA	68.46	23.3333333333	0.88	84	66.3	79.3	84	84	12.84	84	0.09	68.46	0	0.03	NA	0.25	28.46	46.15	NA	17.35	1	0	-41.61	NA	0	23	23.3333333333333	3.51188458428425	M	bangkok
16	00c2c7045dcf11e3bae5122554e9122d_5.jpg	67.9	38.7	0.97	55.8	53.9	58.5	46.6	52.2	39	ny	1	5.36	0.15	40	29.3333333333	0.99	55.7	53.9	55.8	67.6	55.7	-0.94	67.6	NA	40	0	NA	NA	0.94	23.85	40	NA	25.82	1	0	-18.57	0.02	0	30	29.3333333333333	1.15470053837925	M	ny
17	00c32d1260ee11e3878a121cc321c01d_5.jpg	46.6	38.8	0.04	71.3	64.5	51.3	56.2	37.9	62.6	sao_paulo	0.84	14.56	0.03	75.38	23.3333333333	0.87	51.9	64.5	71.3	71.7	51.9	-67.49	71.7	NA	75.38	0.95	NA	NA	0.19	13.08	18.46	NA	22.74	0	0	-6.28	0.53	0.1	24	23.3333333333333	3.05505046330389	F	sao_paulo
18	00e681205eac11e38d5c0e4c394d6daa_5.jpg	50.3	53.9	0.95	72.8	15	37.2	66.1	20.1	47.4	berlin	0.97	-7.65	NA	69.23	39.3333333333	1	79.3	15	72.8	42.4	79.3	15.82	42.4	0	69.23	0.55	NA	0.04	1	23.08	3.08	NA	29.73	1	0.01	28.22	NA	0	40	39.3333333333333	4.04145188432738	M	berlin
19	00e8f80060e711e385a412779cede4e3_5.jpg	94.6	58.9	1	84.5	65.2	77.8	69.4	63.4	56.5	sao_paulo	1	13.48	0.56	80	36	0.44	86	65.2	84.5	89.7	86	4.99	89.7	NA	80	0	NA	0.12	0.46	25.38	39.23	NA	37.46	1	0.03	-5.42	NA	0	39	36	6.08276253029822	M	sao_paulo
20	00f2234e5e0811e3ac3512b9a4187780_5.jpg	90.5	45.7	0.05	72.1	67	78.4	54.6	63.7	46.2	moscow	1	15.28	0.34	66.15	23	0.06	71.4	67	72.1	88.1	71.4	-1.86	88.1	NA	66.15	0	0.07	0.04	NA	20	44.62	NA	24.99	0	0.95	4.88	NA	0.68	23	23	3	F	moscow
21	00f8b06262b111e39c8f12a4e8421c6a_5.jpg	65.8	24.2	0.72	36.1	54.7	59.2	30.1	55	24.6	ny	0.97	4.87	NA	30.77	29.6666666667	0.16	36.7	54.7	36.1	63.2	36.7	-3.32	63.2	NA	30.77	0.89	0.1	NA	0.29	12.31	44.62	NA	27.53	0	1	3.89	0.15	0	30	29.6666666666667	5.5075705472861	M	ny
22	00ffab245fbe11e39a630ed4b936de13_5.jpg	54.8	60.4	0.03	80.1	30.1	38.7	73.4	30.3	57.2	moscow	1	-7.09	0.02	63.85	19.6666666667	0.91	83.4	30.1	80.1	50.7	83.4	8.73	50.7	0.01	63.85	0.07	NA	NA	0.97	33.85	10.77	NA	31.34	0	0	-15.31	NA	0	18	19.6666666666667	4.72581562625261	F	moscow
23	01001f16600c11e3877b120bd2182ff7_5.jpg	80.8	36.4	0	56.2	59.4	69.7	50.9	58.9	34.5	bangkok	1	-16.26	0.01	53.85	22	0.48	56.4	59.4	56.2	77.8	56.4	5.07	77.8	NA	53.85	0.01	0.06	NA	0.97	14.62	42.31	NA	21.06	0	0	4.22	NA	0	20	22	5.29150262212918	F	bangkok
24	0103c2045ef111e3be1e12ecf4f23ea5_5.jpg	83.2	63.2	0.68	98.1	48.8	57.6	86.4	46.8	57.7	bangkok	1	-14.07	NA	91.54	24.6666666667	0.92	102	48.8	98.1	77	102	9.04	77	NA	91.54	0.01	0.03	NA	0.91	25.38	19.23	0.04	21.38	1	0	-22.5	NA	0	25	24.6666666666667	4.50924975282289	M	bangkok
25	01056f3e601111e3a110123da7743db2_5.jpg	107.4	43.2	0	52.4	41.8	63.5	42.1	67.5	14.7	sao_paulo	1	2.02	NA	120.77	25	1	83.5	41.8	52.4	82.8	83.5	36.02	82.8	NA	120.77	0.06	0.01	0	1	-16.15	18.46	NA	23.51	0	0	-38.63	NA	1	27	25	6.2449979983984	F	sao_paulo
26	0108ab925fdd11e3934d1294553a9b9f_5.jpg	68.7	40.1	0.95	84.8	47.2	56.5	62	32	46.4	ny	1	6.58	NA	83.85	25.6666666667	0.87	79.2	47.2	84.8	70	79.2	-11.27	70	0.22	83.85	1	NA	NA	0.11	11.54	12.31	0.24	37.21	1	1	7.36	NA	0	25	25.6666666666667	4.04145188432738	M	ny
27	010e60365e1711e3b2191258731fb8a5_5.jpg	61.9	27.8	0.46	38.9	51.8	57.6	35.7	50.5	28.3	bangkok	0.99	-11.12	0.01	27.69	21.1666666667	0.88	39.5	51.8	38.9	60.7	39.5	-4.42	60.7	NA	27.69	0.97	0	NA	0.98	18.46	42.31	NA	19.26	0	0.22	18.51	NA	0	21	21.1666666666667	3.54494945897211	F	bangkok
28	011036205ce311e3944f12e000151e5c_5.jpg	80.4	54.8	0.01	72	52.3	60.8	64.5	57.9	48.2	bangkok	1	-8.9	NA	61.54	23	1	79.1	52.3	72	72.1	79.1	17.63	72.1	NA	61.54	0.01	0.01	0.05	0.99	30	37.69	NA	18.31	0	0	-19.72	NA	0	24	23	5.56776436283002	F	bangkok
29	0118fcc65e3011e3b6b512b0a2d3115d_5.jpg	89.2	22.3	0.01	36.8	56.7	72.2	24.2	65.4	12.6	ny	0.04	24.34	NA	72.31	26.6666666667	0.16	44.6	56.7	36.8	80.8	44.6	22.33	80.8	NA	72.31	0.76	0.03	0.02	0.54	-14.62	36.15	NA	17.93	0	0	-18.03	NA	0	25	26.6666666666667	3.78593889720018	F	ny
30	0121757861d111e3b7cc1212811a7aac_5.jpg	88.8	43.4	0.99	65.4	69.7	77.7	51.4	68	43.3	berlin	1	13.46	NA	62.31	26	0.03	65.5	69.7	65.4	86.2	65.5	0.07	86.2	NA	62.31	0	0.1	0.48	0.15	17.69	47.69	NA	31.29	0	1	-0.32	NA	0.06	27.5	26	5.05964425626941	M	berlin
31	013e49c4610811e398340e436ac9b6dd_5.jpg	82.2	41.3	0.1	55.4	62	69.2	47.1	65.7	36.7	bangkok	1	2.78	NA	45.38	25	0.65	59.2	62	55.4	74.5	59.2	16.21	74.5	NA	45.38	0	0.37	0.04	0.94	23.08	50.77	NA	18.97	0	0	-17.18	NA	0	26	25	1.73205080756888	F	bangkok
32	0140eed05f9211e380ff12cff1291c8a_5.jpg	100.8	38.9	0.02	55.7	89.6	95.8	48.3	87	39.7	moscow	0.96	1.82	NA	38.46	31.6666666667	0	55.2	89.6	55.7	98.8	55.2	-4.73	98.8	NA	38.46	0.1	0.42	NA	NA	24.62	74.62	0.2	50.4	0	0.99	21.76	0.43	0	34	31.6666666666667	4.04145188432738	F	moscow
33	0167281c628411e3962312f43f382231_5.jpg	69.1	49.1	0	101.2	50.7	50.6	80.8	32.1	67.2	sao_paulo	1	-0.68	NA	103.08	26.6666666667	0.9	87.2	50.7	101.2	81.8	87.2	-26.48	81.8	0.17	103.08	0	0.06	NA	0.9	16.92	3.85	NA	23.73	0	0	-31.48	NA	0	26	26.6666666666667	1.15470053837925	F	sao_paulo
34	0179364a629f11e3bc5912294d621823_5.jpg	67.3	44.5	0.02	82.6	45.3	46.9	60.1	41.9	50.9	berlin	1	18.73	0.01	71.54	23	0.95	79.3	45.3	82.6	68.2	79.3	-11	68.2	NA	71.54	0.72	0.04	NA	0.64	22.31	20.77	NA	27.75	0	0	-46.39	NA	0	22	23	6.557438524302	F	berlin
35	017961f660e211e38ba50e5a5a6bd1f6_5.jpg	91.6	68.2	0.08	102.8	64.4	82.2	89.6	62.7	67.7	sao_paulo	1	-13.78	0.16	89.23	21.3333333333	0.15	101.3	64.4	102.8	83.8	101.3	-0.58	83.8	NA	89.23	0.01	0.15	NA	0.38	31.54	33.85	NA	25.66	0	0	36.39	NA	0	18	21.3333333333333	5.77350269189626	F	sao_paulo
36	017c51d85f6911e381461210f3d6278e_5.jpg	95.3	68.3	1	105.2	60.4	79.8	89.2	64.6	65	sao_paulo	0.48	-0.6	NA	86.15	29.3333333333	0.98	107.3	60.4	105.2	84.5	107.3	4.36	84.5	NA	86.15	0	0.04	0.09	0.57	43.08	37.69	NA	41.2	1	0.51	23.83	NA	1	30	29.3333333333333	1.15470053837925	M	sao_paulo
37	017c72bc613f11e386d512268e26cd93_5.jpg	104.1	70	0.01	112.4	59.4	79.6	97.9	59.1	70.3	ny	1	-2.97	0.01	106.15	25.3333333333	1	112.8	59.4	112.4	103.6	112.8	-0.69	103.6	NA	106.15	0.36	NA	0.01	1	32.31	30.77	NA	18.65	0	0	-6.69	NA	0.87	26	25.3333333333333	1.15470053837925	F	ny
38	018177e8628011e39771120dd62fc6a5_5.jpg	92.1	53.2	0.98	67.4	81.9	84.8	59.8	79.7	54.8	bangkok	1	2.35	0.06	35.38	21	0.88	66.2	81.9	67.4	91.3	66.2	-7.89	91.3	NA	35.38	0	0.04	NA	0.92	39.23	68.46	NA	26.24	1	0.01	-17.75	NA	0	20	21	3.60555127546399	M	bangkok
39	0194a28e5d0111e3836112a0e83f4a0b_5.jpg	107.6	44.3	0.02	86.5	40.9	72.2	75.1	52.9	27.4	bangkok	0.98	-11.25	0.03	113.08	17.6666666667	0.97	97.4	40.9	86.5	78	97.4	15.99	78	NA	113.08	0.94	NA	NA	0.86	1.54	17.69	NA	18.27	0	0	19.47	0.24	0	18	17.6666666666667	2.51661147842358	F	bangkok
40	0197a6385f4411e39fcf12ec3b121d3d_5.jpg	88.3	39.4	0	66.5	73.8	78	52.6	66.1	44.2	sao_paulo	1	7.26	0.17	59.23	21.3333333333	0.83	62.8	73.8	66.5	90.8	62.8	-13.06	90.8	0.01	59.23	0.82	NA	NA	0.9	20.77	49.23	NA	24.14	0	0.13	-12.28	NA	0.03	22	21.3333333333333	1.15470053837925	F	sao_paulo
41	0197bc5a5e8f11e3bf250ee929a7ce16_5.jpg	82.9	55.2	0.01	82.2	52.7	70.1	69.6	52.9	51.1	moscow	1	-1.52	NA	80	27.3333333333	0.3	84.1	52.7	82.2	76.1	84.1	7.82	76.1	0.03	80	0	0.05	NA	0.61	22.31	28.46	NA	44.4	0	0.04	18.49	NA	0.75	26	27.3333333333333	5.13160143944688	F	moscow
42	01a169885f6311e3aebc12b0053a3b07_5.jpg	121.3	23.7	0.02	64.9	69.6	101.5	40.6	74.5	13.5	moscow	0.99	5.47	NA	100.77	32	0.01	72.4	69.6	64.9	109.3	72.4	10.09	109.3	NA	100.77	0.02	0.55	0.03	0.26	-4.62	42.31	NA	15.48	0	0.07	22.97	NA	0.18	33	32	3.60555127546399	F	moscow
43	01a9beae61bf11e3b58a12edb263859b_5.jpg	124.7	36.5	0.01	41.6	112.1	115.9	40.1	115.9	32	moscow	0.42	-11.28	0.01	31.54	24	0.99	44.7	112.1	41.6	118.9	44.7	27.92	118.9	NA	31.54	0.15	NA	NA	0.75	22.31	101.54	NA	24.92	0	0.57	-21.75	0.11	0.05	25	24	4.58257569495584	F	moscow
44	01c40960604f11e399ce124cd4f2543b_5.jpg	56.9	36.4	0.02	44.8	45.1	51.1	42.3	45.1	35.4	moscow	0.98	-4.57	NA	30.77	27	0.99	46	45.1	44.8	54.3	46	5.69	54.3	0.01	30.77	0.67	0.13	NA	0.99	23.08	35.38	NA	27.58	0	0.89	12.53	NA	0	27	27	4	F	moscow
45	01c4b02460ed11e3bcf812bd61fee7e8_5.jpg	90.4	51.2	0.02	77.7	66.6	83.9	64.9	64	49.7	moscow	1	-0.25	0.06	77.69	19.3333333333	0.92	78.1	66.6	77.7	87.4	78.1	1.61	87.4	NA	77.69	0.01	0.05	NA	1	20.77	38.46	NA	16.29	0	0	37.52	NA	0	19	19.3333333333333	0.577350269189626	F	moscow
46	01d6ce965cef11e3a90e12dc8ca6f474_5.jpg	112.6	77.4	0.67	98.4	90.6	100.9	90.5	91.2	75.1	moscow	1	-7.72	NA	53.08	24	0.66	99.6	90.6	98.4	110.6	99.6	5.92	110.6	NA	53.08	0	0.05	0.05	0.99	56.92	75.38	NA	23.58	1	0	4.27	NA	0.01	25	24	3.60555127546399	M	moscow
47	01d7760e630511e3b11312277b663494_5.jpg	106.3	71.7	0.74	101.5	86.1	87.7	87.1	81.7	75.2	berlin	0.99	3.47	NA	61.54	21.6666666667	0.82	98.5	86.1	101.5	107.2	98.5	-7.46	107.2	NA	61.54	0	0.11	NA	0.93	50.77	65.38	NA	23.49	1	0.5	-41.65	0.05	0.03	22	21.6666666666667	1.52752523165195	M	berlin
48	0213e73a5f9d11e38b8d12c5707c1aa0_5.jpg	68.5	40	0.7	48.3	59.9	63.6	44.8	60.9	38.9	sao_paulo	0.99	-2.82	NA	27.69	22.3333333333	0.99	49.1	59.9	48.3	67.1	49.1	6.91	67.1	NA	27.69	0.01	0.05	NA	0.93	29.23	50.77	NA	46.02	1	0.06	-7.06	0.02	0.63	21	22.3333333333333	3.21455025366432	M	sao_paulo
49	0217660e5e9d11e3bf01125db3b0fbce_5.jpg	85.3	28.9	0	53.7	70.2	84.3	37.4	65.1	29.8	moscow	1	8.26	0.07	63.85	27.6666666667	0.9	52.1	70.2	53.7	88	52.1	-5.56	88	NA	63.85	0	0.22	NA	0.99	4.62	43.85	NA	27.41	0	0.15	52.93	NA	0.01	29	27.6666666666667	4.16333199893227	F	moscow
50	02181984601211e38d4a12ce45a5fafa_5.jpg	112.2	74.8	0	106.3	75.1	96.3	92.4	80.6	66.9	bangkok	1	-2.78	NA	82.31	17	0.78	112.1	75.1	106.3	97.4	112.1	12.4	97.4	NA	82.31	0.01	0.02	0.33	0.22	40.77	50	NA	16.44	0	0	28.95	NA	0	17	17	1	F	bangkok
51	0224337e627211e39dda12567771b0e9_5.jpg	77.5	25.6	1	36.4	69.6	73.1	31.8	67.4	26.1	moscow	0.99	-4.52	NA	30	25.6666666667	0.99	36.2	69.6	36.4	75.6	36.2	-3.47	75.6	0.01	30	0.24	0.04	NA	0.79	14.62	57.69	NA	19.21	1	0.93	6.52	NA	0.64	22	25.6666666666667	6.35085296108588	M	moscow
52	0226621e5d1511e3a03912a975e2bfd0_5.jpg	101.8	23	0.01	47.8	76.1	92.9	41.6	76.4	21.8	berlin	0.9	-18.54	NA	57.69	20.3333333333	0.52	48.1	76.1	47.8	95.7	48.1	1.51	95.7	0.21	57.69	0.81	NA	NA	0.07	2.31	61.54	NA	18.76	0	0	35.49	0.2	0	21	20.3333333333333	1.15470053837925	F	berlin
53	022b682a62fd11e3a009120c1ff0b742_5.jpg	57.7	25.6	0	46.7	37.4	40.2	41	32.7	25.1	moscow	0.99	-16.62	0	56.15	27	0.98	47.9	37.4	46.7	58.2	47.9	2.73	58.2	NA	56.15	0.03	NA	0	1	5.38	17.69	NA	17.91	0	0	-40.79	NA	0	28	27	2.64575131106459	F	moscow
54	022d8704610911e3afd412824b243569_5.jpg	84.3	56.4	0	86.6	59.3	70.7	78.1	55.6	55.9	moscow	1	-13.79	NA	66.92	24.3333333333	0.05	87.1	59.3	86.6	80	87.1	0.41	80	NA	66.92	0.01	0.07	NA	0.34	33.85	36.15	NA	29.16	0	0	4.31	0.03	0	23	24.3333333333333	4.16333199893227	F	moscow
55	022df652613211e38f0112a8e543a953_5.jpg	88.9	61.8	0.97	92	63	66.1	77.2	61.8	60.5	ny	1	2.07	NA	64.62	26	0.13	93.3	63	92	84.9	93.3	3.74	84.9	NA	64.62	0	0.02	0.65	0.2	35.38	40	NA	17.57	1	0	-45.58	NA	0	24	26	5.29150262212918	M	ny
56	0230c1f6618d11e3a2ef12715b785cd2_5.jpg	99	81.5	0.16	107.7	74.7	87.3	95.5	72.3	81.5	moscow	1	-1.72	0.1	70.77	27.3333333333	0.58	108.3	74.7	107.7	96.1	108.3	-0.88	96.1	NA	70.77	0	0.35	NA	0.66	53.85	49.23	NA	30.15	0	0	12.72	NA	0	25	27.3333333333333	5.85946527708232	F	moscow
57	023bb28c61e711e38bc012f66ab261ae_5.jpg	71.6	49.3	0.02	91.3	31.6	46.9	72.3	30.5	46.5	sao_paulo	1	-1.61	0.1	91.54	22	0.5	94.7	31.6	91.3	61.7	94.7	3.81	61.7	NA	91.54	0	NA	0.09	0.25	16.92	6.15	NA	12.79	0	0	-1.33	NA	0	21	22	2.64575131106459	F	sao_paulo
58	0240b7405ec311e3b60412bc0f15d940_5.jpg	110.6	54	0.02	72	91.8	100.2	66.8	89.8	53.5	berlin	1	-14.14	NA	48.46	20	0.99	71.8	91.8	72	109.8	71.8	1.58	109.8	NA	48.46	0.09	0.01	NA	1	36.92	76.92	NA	18.86	0	0.07	-4.8	0.01	0.01	19	20	3.60555127546399	F	berlin
59	024d321c603611e3be410ea423508d53_5.jpg	85.1	51.2	0.04	74.2	65.6	77.5	62.3	63.3	50.8	bangkok	1	-3.85	0.16	56.92	22	0.9	74.1	65.6	74.2	83.5	74.1	-0.14	83.5	NA	56.92	0	0.04	NA	0.73	31.54	44.62	NA	21.29	0	0	17.89	NA	0	22	22	2.44948974278318	F	bangkok
60	026d41fe618c11e3a8eb12ae041a82b9_5.jpg	81.1	10.5	0.02	43.1	63.6	63.1	28.4	55.6	18.9	sao_paulo	1	2.31	0.02	61.54	21.3333333333	0.99	36.8	63.6	43.1	86.1	36.8	-19.65	86.1	NA	61.54	0	NA	0.04	0.98	-7.69	40.77	NA	22.38	0	0.01	-49.27	NA	0	22	21.3333333333333	3.05505046330389	F	sao_paulo
61	026df9105ea211e3b50412b2d3abce46_5.jpg	86.5	63.9	0.64	93	66.1	73.1	85.2	59.3	68	bangkok	1	-18.62	NA	69.23	29.3333333333	0.94	89.9	66.1	93	85.6	89.9	-9.6	85.6	0.12	69.23	0	NA	NA	0.61	40	40	0.02	26.24	1	0	-16.42	NA	0	29	29.3333333333333	1.52752523165195	M	bangkok
62	0270adc2602811e3a93712ad17a4fb22_5.jpg	82.5	51.3	1	94.2	52.5	68.7	76.5	45.3	52.4	moscow	1	-4.2	NA	99.23	32.3333333333	0.01	92.4	52.5	94.2	79.5	92.4	-2.53	79.5	NA	99.23	0	0.48	0.1	0.08	13.85	16.15	NA	35.47	1	0.94	13.33	NA	0.92	32	32.3333333333333	2.51661147842358	M	moscow
63	02768a3c5db511e3ae740ea73095e8aa_5.jpg	74.3	47.6	0.12	70.1	51.3	58.8	56.4	52	45.5	berlin	0.25	13.02	NA	63.08	19.6666666667	0.24	74	51.3	70.1	67.7	74	5.64	67.7	NA	63.08	0.01	0.23	0.39	0.96	20.77	34.62	NA	20.49	0	0.96	-23.73	NA	0.02	20	19.6666666666667	1.52752523165195	F	berlin
64	0286c8665ff911e3a9b012caf79f2cdf_5.jpg	83.3	63	0	80	65.1	74.6	74.5	64.5	62.2	berlin	0.91	-6.74	NA	47.69	32	0.77	80.1	65.1	80	83	80.1	1.97	83	NA	47.69	0.03	NA	0.01	0.98	46.15	51.54	0.02	44.34	0	0.85	4.31	NA	0.01	32	32	4	F	berlin
65	028a775a5dcd11e38d000a4507324e8b_5.jpg	90.8	71.5	0.02	114.7	60.2	77.8	94.7	55.1	75.5	ny	1	-0.27	0.32	86.92	17.3333333333	0.37	112.5	60.2	114.7	93.1	112.5	-7.35	93.1	NA	86.92	0	NA	0.02	0.77	43.85	31.54	NA	32.44	1	0	12.64	NA	0.18	17	17.3333333333333	0.577350269189626	M	ny
66	029db18e626511e3bb4c12b36f339f60_5.jpg	96	49.2	0.89	101.4	67.6	84.1	78.3	51.4	61.8	sao_paulo	0.46	4.27	NA	97.69	14.6666666667	0.93	90.9	67.6	101.4	102.9	90.9	-16.24	102.9	NA	97.69	0.94	0.04	NA	0.47	20	28.46	NA	31.04	0	0.11	15.72	0.07	0	16	14.6666666666667	4.16333199893227	M	sao_paulo
67	02a103985d7411e3b0540ee34114bbed_5.jpg	58.5	54.2	0.01	69.5	33.3	51.1	62.7	40.1	43.9	bangkok	1	3.91	0.54	61.54	24.3333333333	0.97	75.8	33.3	69.5	47.8	75.8	27.47	47.8	NA	61.54	0.02	0.01	NA	0.63	23.85	16.92	NA	23.02	0	0	41.68	NA	0	27	24.3333333333333	6.42910050732864	F	bangkok
68	02aacb8062b011e3aed6123e9ac62c25_5.jpg	111.1	56	0.19	83.9	81.4	104.4	74.1	83.4	58	sao_paulo	1	-14.66	0.01	63.85	33	1	82.7	81.4	83.9	108.2	82.7	-7.88	108.2	0	63.85	0.1	NA	NA	0.99	34.62	63.85	NA	14.14	0	0	46.38	NA	0	35	33	4.35889894354067	F	sao_paulo
69	02b0558660f411e394e312cc6335db0c_5.jpg	89.5	69	0	96.4	46.8	59.2	86	49.7	62.7	bangkok	1	-6.63	0.01	96.15	15.6666666667	0.99	103.5	46.8	96.4	81.4	103.5	11.9	81.4	NA	96.15	0.29	NA	0	1	28.46	25.38	NA	15.8	0	0	-24.64	NA	0	16	15.6666666666667	2.51661147842358	F	bangkok
